country	local_id	global_id	type	day	month	year	participant_age	participant_gender	participant_occupation	participant_occ_detail	participant_education	participant_edu_length	participant_school_year	participant_nationality	hh_size	hh_age_1	hh_age_2	hh_age_3	hh_age_4	hh_age_5	hh_age_6	hh_age_7	hh_age_8	hh_age_9	hh_age_10	hh_age_11	hh_age_12	hh_age_13	hh_age_14	hh_age_15	hh_age_16	hh_age_17	hh_age_18	hh_age_19	hh_age_20	class_size	work_contacts	work_contacts_nr	child_care	child_care_nr	child_relationship	child_nationality	problems	diary_how	diary_missed_unsp	diary_missed_skin	diary_missed_noskin	diary_weight	dayofweek	cnt_count
BE	1101	7862	1	31	3	2006	25	M	1	7	7	15	 	BE	3	47	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.007	5	5
BE	1102	7863	1	31	3	2006	62	M	2	 	2	9	 	BE	2	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	5	3
BE	1103	7864	1	5	4	2006	18	M	5	 	2	9	 	BE	3	13	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.5641	3	5
BE	1104	7865	1	2	4	2006	30	M	1	7	7	15	 	BE	2	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.6533	0	5
BE	1105	7866	1	2	4	2006	28	F	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.6592	0	4
BE	1106	7867	1	4	4	2006	26	M	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6592	2	4
BE	1107	7868	1	5	4	2006	18	M	5	 	7	15	 	BE	3	40	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.5641	3	15
BE	1108	7869	1	9	4	2006	64	F	2	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.882	0	2
BE	1109	7870	1	5	4	2006	45	M	1	6	7	15	 	BE	3	5	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	17	 	 	 	 	N	1	3	 	 	0.8875	3	28
BE	1110	7871	1	6	4	2006	45	M	1	7	7	15	 	BE	4	15	18	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	35	 	 	 	 	N	1	1	 	 	1.0063	4	74
BE	1112	7872	1	5	4	2006	26	M	1	7	7	15	 	BE	2	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	25	 	 	 	 	N	1	2	 	 	1.0649	3	43
BE	1113	7873	1	9	4	2006	28	M	1	6	7	15	 	BE	3	2	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.007	0	8
BE	1115	7874	1	5	4	2006	23	M	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	1	1	 	 	2.1889	3	4
BE	1117	7875	1	4	4	2006	48	F	1	7	3	12	 	BE	3	21	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.8875	2	5
BE	1118	7876	1	4	4	2006	46	F	1	7	7	15	 	BE	4	19	22	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	35	 	 	 	 	N	3	2	 	 	1.0063	2	47
BE	1119	7877	1	4	4	2006	80	M	2	 	2	9	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	3.9884	2	5
BE	1120	7878	1	8	4	2006	74	M	2	 	1	6	 	BE	2	78	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	2.285	6	7
BE	1121	7879	1	5	4	2006	25	F	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6592	3	6
BE	1122	7880	1	8	4	2006	37	M	1	5	3	12	 	BE	4	7	11	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	2	1	 	 	1.2112	6	6
BE	1124	7881	1	4	4	2006	38	M	1	8	4	12	 	BE	6	10	11	14	15	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	1.3126	2	11
BE	1125	7882	1	5	4	2006	32	M	1	7	7	15	 	BE	3	4	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.7721	3	5
BE	1126	7883	1	2	4	2006	19	M	5	 	2	9	 	BE	5	11	14	42	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6122	0	6
BE	1128	7884	1	31	3	2006	37	M	1	6	7	15	 	BE	3	4	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	3.0835	5	4
BE	1133	7885	1	8	4	2006	37	M	4	 	3	12	 	BE	2	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.1112	6	4
BE	1134	7886	1	2	4	2006	34	M	1	6	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	2	 	 	0.8324	0	5
BE	1135	7887	1	6	4	2006	36	M	4	 	4	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.3667	4	2
BE	1136	7888	1	4	4	2006	39	M	1	7	3	12	 	BE	2	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.1112	2	9
BE	1141	7889	1	2	4	2006	38	M	1	7	7	15	 	BE	4	8	9	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.2112	0	10
BE	1142	7890	1	9	4	2006	60	F	2	 	3	12	 	BE	2	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	0	3
BE	1147	7891	1	2	4	2006	28	M	1	7	7	15	 	BE	2	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.0649	0	4
BE	1150	7892	1	7	4	2006	27	F	1	7	3	12	 	BE	2	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	2	2	 	 	1.0649	5	3
BE	1155	7893	1	6	4	2006	45	F	1	7	7	15	 	BE	5	14	16	19	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	2	1	 	 	1.0331	4	11
BE	1157	7894	1	2	4	2006	50	F	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.4245	0	10
BE	1158	7895	1	2	4	2006	50	F	6	 	4	12	 	BE	2	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.0549	0	15
BE	1159	7896	1	4	4	2006	50	F	1	7	7	15	 	BE	3	26	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.8367	2	4
BE	1160	7897	1	4	4	2006	66	F	2	 	3	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0388	2	3
BE	1161	7898	1	6	4	2006	73	M	2	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	3.9884	4	12
BE	1162	7899	1	4	4	2006	82	M	2	 	4	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	3.9884	2	1
BE	1163	7900	1	3	4	2006	53	F	6	 	3	12	 	BE	4	29	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	2	1	 	 	0.6693	1	32
BE	1164	7901	1	4	4	2006	19	F	5	 	3	12	 	BE	4	7	15	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	200	 	 	 	 	N	1	3	 	 	0.5178	2	216
BE	1165	7902	1	4	4	2006	58	M	2	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0573	2	9
BE	1166	7903	1	2	4	2006	50	F	3	 	4	12	 	BE	2	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	4	 	 	1.0549	0	16
BE	1167	50038	1	4	4	2006	71	F	2	 	2	9	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	3.9884	2	0
BE	1168	7904	1	6	4	2006	43	F	3	 	1	6	 	OT	4	8	9	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	3	 	 	1.6599	4	8
BE	1170	7905	1	5	4	2006	54	F	1	7	7	15	 	BE	4	29	31	56	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	100	 	 	 	 	N	2	2	 	 	0.6693	3	113
BE	1174	7906	1	5	4	2006	34	F	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	60	 	 	 	 	N	2	2	 	 	0.8324	3	62
BE	1175	7907	1	8	4	2006	52	M	6	 	4	12	 	BE	4	25	18	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	2	1	 	 	0.6693	6	15
BE	1176	7908	1	6	4	2006	42	F	3	 	1	6	 	BE	4	14	21	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.6599	4	9
BE	1177	7909	1	12	4	2006	21	F	4	 	3	12	 	BE	4	19	55	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6037	3	12
BE	1178	7910	1	6	4	2006	84	M	2	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	3.9884	4	3
BE	1180	7911	1	9	4	2006	32	M	1	8	4	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	2	 	 	0.8324	0	11
BE	1181	7912	1	9	4	2006	46	F	1	7	7	15	 	BE	3 	21	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	50	 	 	 	 	N	2	2	 	 	0.8875	0	15
BE	1182	7913	1	8	4	2006	55	F	3	 	3	12	 	BE	4	19	24	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	0.5455	6	25
BE	1183	7914	1	5	4	2006	59	F	2	 	7	15	 	BE	2	65	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.9522	3	34
BE	1184	7915	1	6	4	2006	44	M	1	7	7	15	 	BE	4	13	16	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.6599	4	7
BE	1187	7916	1	6	4	2006	34	F	4	 	4	12	 	BE	3	10	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.7721	4	8
BE	1188	7917	1	8	4	2006	51	F	1	6	7	15	 	BE	4	19	24	53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	1	 	 	0.6693	6	7
BE	1191	7918	1	5	4	2006	41	F	4	 	2	9	 	BE	5	4	10	13	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	2.3409	3	5
BE	1192	7919	1	6	4	2006	58	M	1	7	3	12	 	BE	2	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	35	 	 	 	 	N	3	2	 	 	0.9522	4	54
BE	1193	7920	1	9	4	2006	39	F	1	7	7	15	 	BE	4	14	16	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	Y	3	3	 	 	1.2112	0	9
BE	1194	7921	1	5	4	2006	25	F	6	 	2	9	 	EU	3	2	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.007	3	11
BE	1195	7922	1	9	4	2006	70	M	2	 	3	12	 	BE	2	65	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	2.285	0	2
BE	1196	7923	1	6	4	2006	57	M	6	 	3	12	 	EU	4	22	26	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.5455	4	11
BE	1197	7924	1	5	4	2006	39	F	4	 	4	12	 	BE	4	14	16	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	3	 	 	1.2112	3	15
BE	1198	7925	1	9	4	2006	23	F	4	 	3	12	 	BE	5	23	25	50	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.1636	0	5
BE	1199	7926	1	5	4	2006	38	F	4	 	2	9	 	BE	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.1112	3	3
BE	1200	7927	1	5	4	2006	47	M	1	7	7	15	 	BE	3	19	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.8875	3	5
BE	1201	7928	1	5	4	2006	32	M	1	8	3	12	 	BE	3	6	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	25	 	 	 	 	N	2	2	 	 	0.7721	3	31
BE	1202	7929	1	5	4	2006	63	M	2	 	2	9	 	BE	2	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.7616	3	4
BE	1203	7930	1	5	4	2006	23	M	4	 	3	12	 	BE	3	45	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.9039	3	5
BE	1204	7931	1	5	4	2006	63	F	3	 	2	9	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.882	3	3
BE	1205	7932	1	8	4	2006	23	F	1	7	3	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	3	 	 	2.1889	6	6
BE	1206	7933	1	2	4	2006	62	F	3	 	2	9	 	BE	2	65	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.7616	0	4
BE	1207	7934	1	8	4	2006	37	M	1	8	3	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.3667	6	7
BE	1208	7935	1	9	4	2006	26	F	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.6592	0	4
BE	1209	7936	1	2	4	2006	26	F	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.6592	0	4
BE	1210	7937	1	11	4	2006	20	F	5	 	7	15	 	BE	5	33	58	59	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	1	1	 	 	1.1636	2	4
BE	1211	7938	1	10	4	2006	20	F	5	 	3	12	 	BE	3	41	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	3	 	 	0.9039	1	7
BE	1214	7939	1	11	4	2006	39	M	1	6	7	15	 	EU	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	1	2	 	 	1.3667	2	12
BE	1215	7940	1	11	4	2006	32	M	1	5	7	15	 	BE	4	29	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	2.3507	2	30
BE	1216	7941	1	11	4	2006	30	M	1	7	3	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	2	4	 	 	0.8324	2	39
BE	1217	7942	1	11	4	2006	39	M	1	8	0	0	 	EU	3	3	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	1	1	 	 	3.0835	2	4
BE	1218	7943	1	6	4	2006	32	M	1	5	7	15	 	EU	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	2	1	 	 	0.8324	4	8
BE	1221	7944	1	5	4	2006	27	F	1	7	7	15	 	BE	2	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	50	 	 	 	 	N	2	2	 	 	1.0649	3	61
BE	1223	7945	1	5	4	2006	19	F	5	 	3	12	 	BE	5	15	17	43	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.6122	3	9
BE	1225	7946	1	9	4	2006	59	F	2	 	2	9	 	BE	2	66	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	2	4	 	 	0.9522	0	2
BE	1226	7947	1	4	4	2006	42	M	1	7	7	15	 	BE	3	14	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	35	 	 	 	 	N	2	2	 	 	0.87	2	39
BE	1227	7948	1	4	4	2006	46	M	1	5	3	12	 	BE	3	15	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	40	 	 	 	 	N	2	2	 	 	0.8875	2	43
BE	1228	7949	1	5	4	2006	38	M	1	8	3	12	 	BE	3	12	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	2	 	 	3.0835	3	36
BE	1229	7950	1	6	4	2006	35	F	1	7	3	12	 	BE	2	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.1112	4	2
BE	1230	7951	1	6	4	2006	19	M	1	8	4	12	 	BE	4	17	53	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	0.5178	4	34
BE	1235	7952	1	1	4	2006	48	M	1	8	2	9	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.3978	6	3
BE	1236	7953	1	9	4	2006	20	M	5	 	3	12	 	BE	3	45	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.9039	0	5
BE	1237	7954	1	5	4	2006	27	M	1	7	7	15	 	BE	2	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.0649	3	7
BE	1238	7955	1	2	4	2006	21	F	5	 	3	12	 	BE	4	19	46	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6037	0	5
BE	1239	7956	1	7	4	2006	21	M	5	 	3	12	 	BE	4	19	41	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6037	5	4
BE	1241	7957	1	7	5	2006	25	M	1	7	7	15	 	BE	2	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	2	2	 	 	1.0649	0	7
BE	1242	7958	1	11	4	2006	35	M	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.3667	2	12
BE	1244	7959	1	9	4	2006	21	M	5	 	2	9	 	OT	4	23	24	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	19	 	 	 	 	N	2	1	 	 	0.6037	0	90
BE	1247	7960	1	11	4	2006	28	M	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	4	 	 	0.6592	2	7
BE	1248	7961	1	6	4	2006	34	F	1	7	7	15	 	BE	3	2	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	60	 	 	 	 	N	1	1	 	 	0.7721	4	74
BE	1249	7962	1	8	4	2006	35	M	1	8	2	9	 	BE	6	2	6	9	11	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	40	 	 	 	 	N	2	3	 	 	1.3126	6	8
BE	1250	7963	1	9	4	2006	23	F	1	7	3	12	 	BE	3	49	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	2	 	 	0.9039	0	6
BE	1251	7964	1	5	4	2006	25	F	1	8	3	12	 	BE	2	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	40	 	 	 	 	N	3	2	 	 	1.0649	3	52
BE	1254	7965	1	5	4	2006	27	F	1	7	3	12	 	BE	2	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	Y	1	3	 	 	1.0649	3	49
BE	1256	7966	1	4	4	2006	34	F	1	7	7	15	 	BE	5	2	5	10	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	1	4	 	 	1.2399	2	54
BE	1257	7967	1	12	4	2006	25	M	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6592	3	11
BE	1258	7968	1	28	3	2006	47	M	6	 	7	15	 	BE	6	4	14	17	19	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	1.0331	2	12
BE	1259	7969	1	10	4	2006	19	M	5	 	3	12	 	BE	4	16	46	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	20	 	 	 	 	N	2	1	 	 	0.5178	1	3
BE	1262	7970	1	2	4	2006	27	M	4	 	2	9	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.6592	0	2
BE	1263	7971	1	5	4	2006	46	M	1	8	3	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.3978	3	4
BE	1264	7972	1	5	4	2006	22	F	5	 	3	12	 	BE	4	20	46	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.6037	3	6
BE	1265	7973	1	1	4	2006	23	M	1	7	7	15	 	BE	3	46	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.9039	6	5
BE	1266	7974	1	9	4	2006	41	M	1	7	3	12	 	BE	3	11	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.87	0	6
BE	1267	7975	1	5	4	2006	30	M	4	 	4	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.8324	3	11
BE	1268	7976	1	5	4	2006	33	F	1	8	4	12	 	BE	4	9	11	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	 	 	 	 	N	1	2	 	 	2.3507	3	20
BE	1269	7977	1	9	4	2006	22	M	5	 	7	15	 	BE	4	18	47	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.6037	0	3
BE	1270	7978	1	7	4	2006	55	M	1	7	7	15	 	BE	2	53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	2	 	 	0.9522	5	43
BE	1271	7979	1	8	4	2006	18	M	5	 	3	12	 	BE	4	16	53	66	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	80	 	 	 	 	N	2	1	 	 	0.5178	6	11
BE	1272	7980	1	9	4	2006	26	M	4	 	4	12	 	BE	3	54	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	1	 	 	1.007	0	5
BE	1273	7981	1	9	4	2006	26	M	1	8	4	12	 	BE	5	5	13	16	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.3812	0	5
BE	1274	7982	1	8	4	2006	39	M	1	6	7	15	 	BE	3	12	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	2	 	 	3.0835	6	7
BE	1279	7983	1	6	4	2006	40	F	1	6	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	2	2	 	 	2.3019	4	5
BE	1281	7984	1	29	4	2006	57	F	6	 	7	15	 	BE	2	76	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.9522	6	14
